x1,x2,y
0.6718912224026663,0.11626984286258957,0.09028432721797003
0.6974104420722621,0.2997286341953763,0.028549986022728745
0.9790785335858084,0.6339527576324746,0.07947450693589898
0.17502362819226938,0.08887436059524774,0.3641672291352269
0.5000683415968389,0.8561659678893268,0.013139987383287893
0.6738949775827983,0.2184656953553965,0.053561324921097705
0.06392655370939099,0.42653177201742903,0.21100436971971756
0.7000254821896302,0.03975345886041116,0.11466330859855343
0.7966547405418665,0.7644647877682974,0.05470753876712599
0.20472199433590765,0.011121131391516933,0.4048715178291346
0.8443893144908557,0.7685010731173523,0.07187505320189239
0.3009713998550195,0.11201419576266973,0.26026067980844775
0.15148635741640856,0.5856361870077154,0.09342053721992653
0.011288066603755592,0.30690309944834443,0.3229854742804996
0.9719637447418815,0.5402932978810483,0.053150177896360555
0.27434725967792073,0.11659420167311832,0.27399664380785776
0.10452640956271522,0.12899589662873004,0.386581829298588
0.9627476082980587,0.8514650428380659,0.15797699429047637
0.12510776890736416,0.03577689494177166,0.4484011890626904
0.6497672551695723,0.7867215687018002,0.023210678053362323
0.5007462425248405,0.14315856797161633,0.13784718656664757
0.3896679663708552,0.43632768228317137,0.05795358156813009
0.5011848207167638,0.2383087826899354,0.09396081381744557
0.48628076097315137,0.24710938525995754,0.09552085189963039
0.9474667788792089,0.230071238375193,0.030994836369014542
0.4220455051577833,0.9532109804238681,0.0213138757753766
0.9526498507200835,0.1699604314976753,0.038435749857043316
0.8042788165586832,0.7062891889097217,0.04164250135867506
0.5002856912585102,0.0018751953162538127,0.21842482546342964
0.39187616670597614,0.15403598522366344,0.18244853313443016
0.5130972771407691,0.14592731096866715,0.1313939243010558
0.9228065999814329,0.10523895509540297,0.0511935722359258
1.0,0.8054284010535816,0.1554196676537504
0.6607388422928433,0.9003710186826824,0.054911599029942394
0.7122340960074562,0.00156623524474657,0.12853586186415475
0.5232080454862197,0.7684373686091868,0.004437847479714881
0.8084911221244127,0.33855248047625,0.01615805884875633
0.028858758186129582,0.96639179047452,0.04920665954340826
0.894088726700181,0.3587968182656325,0.01970288715440067
0.26816367299605287,0.9141493751889536,0.013739923941523739
0.9056749003261904,0.6680189750196082,0.06287517369413732
0.20253225480379763,0.23835082213691372,0.23849942563026036
0.8984176849760999,0.16213674301220574,0.04039196884479955
0.3195349957811405,0.31033560945868405,0.13500067835088644
0.4325737715541428,0.6737711986997423,0.004479091153188694
0.290617361728331,0.247046914874077,0.18244224170792128
0.03304120593928184,0.2998368816413186,0.31192551644770977
0.06421744363706042,0.5094256197039438,0.16730811175915572
0.45727263487785696,0.5377380174476233,0.01735924547738141
0.37135288419379575,0.7306290384905624,0.00696902910658539
0.32100390785916716,0.8138165165937521,0.00874523197072227
0.6416999426302649,0.5312546783030642,0.0023413890756245883
0.17423107183674136,0.15395594721559075,0.31506834133596634
0.38294066553028455,0.553165366819528,0.028944268855709398
0.387655684954273,0.4502105166306537,0.05426377117642471
0.7427110590638796,0.6613828395253993,0.01870741473086571
0.6564385958428494,0.8575789393636132,0.04130700036687905
0.8380378976214823,0.7635966265856408,0.0680618514591045
0.8779969683195132,0.3005101904966972,0.021346604965446676
0.547902972738424,0.7662055059547221,0.006028924911701093
0.992839121229217,0.8076664084102774,0.15272240049537714
0.4305262491102653,0.1719156099155458,0.1538474225204819
0.44416485283736257,0.3970905121984087,0.054249683769917026
0.2815355984654534,0.17899007948302462,0.22818000672544458
0.8978378401183476,0.42685597642443895,0.021360798606094702
0.1482831912709085,0.07139908053715548,0.3990529717269001
0.7291180056181521,0.7131309288249272,0.024869539372715566
0.17938117646635512,0.04464855917539211,0.39671501582432556
0.7766692775611131,0.335456896345318,0.0167428616638909
0.5399176881651218,0.6618184468883193,0.0
0.9949770459941186,0.002044766789874607,0.07231235866054023
0.20780026907082697,0.41501141962307414,0.13813216363980174
0.5679599749745371,0.1934532926838738,0.09017721631118836
0.4803921241158299,0.4862527881056079,0.022921157060723344
0.2650062304800472,0.543983648379532,0.06452348088665294
0.9099058949677323,0.9527583526003055,0.18178642728094144
0.7192671886843776,0.2876953659836752,0.028551258188580134
0.12405333155917618,0.4222615376640204,0.17823985191979616
0.8737763198777984,0.39122769793741624,0.017332114296918385
0.6501043017940501,0.2784128969276764,0.04088321413122109
0.025888209734904022,0.7716040511430515,0.08567025391702655
0.2576408181959943,0.4595523673667987,0.09673182469518558
0.16610617978123426,0.052452551704882854,0.400679678526206
0.8379935406669498,0.8629716023936805,0.10405343781821946
0.1863657140130886,0.7921818373466639,0.03178622596075794
0.9237504023924688,0.7291128870287825,0.08868610541411909
0.22626967342515603,0.38413766518140097,0.14378688347131932
0.318288498683122,0.18706292254723073,0.20218605538261553
0.2731872909103284,0.687367523487627,0.028062971891052634
0.23417534800916573,0.35422854665409964,0.15461546496839979
0.9050775464386356,0.5133204256547101,0.03074069686113391
0.3389917630899799,0.011538585068014695,0.3072938034436725
0.11506821605026493,0.6941916250791179,0.07331829518649731
0.12652821088916333,0.7274505184923845,0.060695894208788265
0.0772387571429013,0.2681796180269939,0.3022010244507294
0.8905778770802382,0.25912355110302654,0.025729842926180347
0.963641278160147,0.7127855834053297,0.09937097675886175
0.715270177838966,0.2580386728004275,0.03570988771281412
0.4495382910340164,0.6151160896246685,0.0077177177303819405
0.9368082642441268,0.7442606145800971,0.09951788272338102
0.3810909593847496,0.28306115300871554,0.12064815311305042
0.2454521455764199,0.015280186091622726,0.3702473437758925
0.1736271381257581,0.06125130852690934,0.3875104258047231
0.22177933828952476,0.10293282877929388,0.31924820803607784
0.4505602883896097,0.028910610064003726,0.22771512887437
0.7049642982823766,0.9992805736243227,0.10706162940259802
0.040214770279756555,0.7293230233483833,0.09209987895311067
0.5383253001516699,0.9254955205645319,0.032668758252024165
0.34079743276857,0.552130524241293,0.03945269729444747
0.15510228055291728,0.8263905285071653,0.03446705745428078
0.43987240184095505,0.7671033585776396,0.002353039104624976
0.34325025336077813,0.549898644371448,0.039352222230526826
0.25421609980776344,0.9494501179532907,0.016213807887828256
0.07172889714264892,0.14114414676845907,0.4029801265957664
0.9650414309028462,0.20671027957171853,0.03428037148763375
0.19207099227693422,0.014712135597811298,0.4118333316236526
0.8588354269760264,0.9351329748569417,0.145979426570857
0.5125350735689219,0.676170646952418,0.00020894502082806284
0.8227778217949402,0.2264696343939715,0.03185889892916793
0.5326566608196549,0.39603749599096955,0.033077838436290044
0.25408692200630345,0.31668712738944654,0.16376363381552203
0.61544501645687,0.7046528119105177,0.005963224224303762
0.9005010716035099,0.06416804929674932,0.06355205015974157
0.03314612528007682,0.5433695834989347,0.16801805734191344
0.25074201063698914,0.6186027728338087,0.04830574035049337
0.9012475979628501,0.5439311642614515,0.03436664253230699
0.3358012390668312,0.04794828423068185,0.28285715548301443
0.6686251362676159,0.32584455076785257,0.026608209311143098
0.16790869831808922,0.40588380354809456,0.16283376533462884
0.818709517826319,0.8056747630502422,0.07505140060882211
0.10419276752073969,0.7663333937870282,0.05904275145895062
